"title","rental_rate","overall_average","standard_deviation","standard_score"
"Wonderland Christmas","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Wonka Sea","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Words Hunter","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Worker Tarzan","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Working Microcosmos","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"World Leathernecks","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Worst Banger","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Wrath Mile","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Wrong Behavior","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Wyoming Storm","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Yentl Idaho","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
"Young Language","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Youth Kick","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Zhivago Core","0.99","2.9800000000000000","1.6463932126350043","-1.20870274775675433103"
"Zoolander Fiction","2.99","2.9800000000000000","1.6463932126350043","0.00607388315455655443"
"Zorro Ark","4.99","2.9800000000000000","1.6463932126350043","1.2208505140658674"
